	DEPT	ТАЛЬБЛОК	НАГРУЗКА	ОБОРОТЫ_РОТОРА	СКОРОСТЬ_МЕХАНИЧЕСКАЯ	РАСХОД_НА_ВЫХОДЕ	ВЕС_НА_КРЮКЕ	СКОРОСТЬ_БУРЕНИЯ	ДАВЛЕНИЕ_НА_ВХОДЕ	ДМК	МОМЕНТ_РОТОРА
291	83.2	7.975	1.952	63.1	7.14	22.29	23.77	7.59	36.7	8.34	0.496
292	83.4	7.75	1.951	62.82	7.29	22.3	23.64	7.93	36.6	8.12	0.496
293	83.6	7.525	1.947	62.53	7.32	22.3	23.32	8.4	36.7	8.3	0.498
294	83.8	7.299	1.949	62.36	7.34	22.3	23.21	8.42	36.7	8.23	0.498
295	84.0	7.074	1.953	62.3	7.31	22.31	23.16	8.24	36.7	8.21	0.499
296	84.2	6.848	1.957	62.12	7.37	22.33	23.29	7.44	36.7	7.61	0.5
297	84.4	6.623	1.966	62.19	7.3	22.35	23.45	6.68	36.7	7.38	0.501
298	84.6	6.398	1.98	62.57	7.08	22.35	23.6	6.06	36.6	7.64	0.502
299	84.8	6.172	1.999	63.27	6.7	22.35	23.74	5.67	36.6	8.43	0.503
300	85.0	5.947	2.023	64.3	6.18	22.33	23.86	5.54	36.6	9.75	0.504
301	85.2	5.722	2.05	65.61	5.55	22.3	23.95	5.7	36.6	11.53	0.505
302	85.4	5.496	2.08	67.15	4.87	22.26	24.02	6.13	36.6	13.63	0.506
303	85.6	5.271	2.143	69.72	3.39	22.18	23.86	7.47	36.5	18.22	0.507
304	85.8	5.045	2.16	71.1	3.1	22.15	23.99	8.06	36.5	19.5	0.508
305	86.0	4.82	2.163	72.1	3.24	22.13	24.21	8.52	36.5	19.68	0.509
306	86.2	4.595	2.154	72.68	3.81	22.13	24.5	8.83	36.5	18.72	0.51
307	86.4	4.369	2.136	72.84	4.78	22.14	24.86	8.97	36.5	16.7	0.512
308	86.6	4.144	2.041	72.02	6.93	22.21	25.59	8.55	36.6	11.44	0.514
309	86.8	3.919	2.05	71.64	8.14	22.23	25.85	8.54	36.6	8.77	0.515
310	87.0	3.693	2.093	71.2	9.16	22.22	25.96	8.56	36.6	6.56	0.515
311	87.2	3.468	2.224	70.64	10.0	22.17	25.73	8.77	36.6	5.1	0.514
312	87.4	3.242	2.363	70.16	10.51	22.12	25.43	8.95	36.6	4.32	0.512
313	87.6	3.017	2.498	69.8	10.63	22.07	25.11	9.08	36.5	4.26	0.511
314	87.8	2.792	2.62	69.61	10.37	22.02	24.81	9.15	36.5	4.9	0.51
315	88.0	2.566	2.721	69.6	9.73	21.99	24.56	9.13	36.5	6.19	0.509
316	88.2	2.341	2.798	69.78	8.77	21.97	24.38	9.04	36.5	8.01	0.509
317	88.4	2.116	2.848	70.14	7.57	21.96	24.28	8.87	36.5	10.21	0.509
318	88.6	1.89	2.827	71.47	5.06	21.99	24.27	8.43	36.5	14.66	0.512
319	88.8	1.665	2.845	71.78	4.13	22.0	24.36	8.25	36.4	16.23	0.512
320	89.0	1.439	2.86	71.9	3.69	22.01	24.56	8.12	36.4	16.85	0.513
321	89.2	1.214	2.876	70.74	4.65	22.03	25.02	8.19	36.4	14.85	0.513
322	89.4	0.989	2.89	70.01	5.72	22.04	25.46	8.26	36.4	12.62	0.513
323	89.6	0.763	2.904	69.96	6.72	22.04	25.85	8.31	36.4	10.49	0.513
324	89.8	0.538	2.918	70.76	7.51	22.04	26.14	8.33	36.3	8.72	0.512
325	90.0	0.312	2.93	72.5	8.01	22.02	26.32	8.31	36.3	7.49	0.512
326	90.2	6.174	2.941	75.19	8.17	21.99	26.37	8.25	36.3	6.89	0.512
327	90.4	12.396	2.948	78.75	7.98	21.96	26.31	8.15	36.3	6.96	0.512
328	90.6	12.11	2.989	84.59	6.52	21.89	25.84	7.77	36.1	9.25	0.511
329	90.8	11.824	2.97	88.79	6.14	21.86	25.7	7.74	36.3	9.79	0.511
330	91.0	11.538	2.93	92.7	5.94	21.84	25.61	7.81	36.7	10.11	0.512
331	91.2	11.252	2.871	96.15	5.95	21.83	25.58	7.98	37.3	10.15	0.513
332	91.4	10.967	2.799	98.99	6.17	21.83	25.61	8.23	38.0	9.89	0.514
333	91.6	10.681	2.63	101.69	6.96	21.87	25.88	8.76	39.2	8.94	0.517
334	91.8	10.395	2.586	102.77	7.4	21.88	25.94	9.02	39.9	8.32	0.517
335	92.0	10.109	2.581	102.8	7.81	21.89	25.96	9.2	40.4	7.69	0.517
336	92.2	9.823	2.677	100.58	8.51	21.89	25.93	9.52	40.5	6.18	0.513
337	92.4	9.537	2.786	98.06	8.96	21.89	25.84	9.59	40.6	5.24	0.51
338	92.6	9.251	2.895	95.57	9.07	21.89	25.7	9.39	40.5	5.06	0.508
339	92.8	8.966	2.992	93.38	8.8	21.88	25.5	8.89	40.5	5.76	0.509
340	93.0	8.68	3.07	91.7	8.18	21.88	25.26	8.12	40.4	7.33	0.511
341	93.2	8.394	3.123	90.65	7.24	21.87	24.98	7.13	40.3	9.69	0.515
342	93.4	8.108	3.149	90.31	6.08	21.87	24.67	6.01	40.3	12.66	0.522
343	93.6	7.822	3.114	91.51	3.02	21.86	24.22	3.25	40.4	19.57	0.534
344	93.8	7.536	3.098	92.18	2.48	21.86	23.96	2.84	40.3	21.52	0.541
345	94.0	7.25	3.07	93.1	2.74	21.85	23.77	3.21	40.3	21.93	0.547
346	94.2	6.965	3.022	94.6	5.5	21.85	23.74	5.97	40.3	17.95	0.549
347	94.4	6.679	2.974	95.97	8.22	21.85	23.75	8.69	40.2	13.72	0.551
348	94.6	6.393	2.928	97.06	10.52	21.84	23.78	10.99	40.2	9.82	0.551
349	94.8	6.107	2.89	97.76	12.16	21.83	23.82	12.6	40.1	6.7	0.551
350	95.0	5.821	2.86	98.0	12.97	21.82	23.86	13.35	40.1	4.63	0.551
351	95.2	5.535	2.841	97.75	12.89	21.81	23.89	13.17	40.1	3.77	0.551
352	95.4	5.25	2.832	97.01	11.95	21.79	23.91	12.06	40.1	4.1	0.55
353	95.6	4.964	2.853	95.19	7.77	21.76	23.85	8.3	40.0	9.01	0.55
354	95.8	4.678	2.856	93.91	6.58	21.76	23.85	6.46	40.0	9.87	0.549
355	96.0	4.392	2.86	92.6	6.01	21.76	23.86	4.86	40.1	10.02	0.547
356	96.2	4.106	2.863	91.34	6.14	21.77	23.87	3.64	40.2	9.37	0.545
357	96.4	3.82	2.865	90.19	6.98	21.8	23.88	2.89	40.3	7.93	0.542
358	96.6	3.534	2.854	88.93	10.1	21.85	23.97	2.57	40.4	3.34	0.538
359	96.8	3.249	2.856	88.32	11.45	21.87	23.93	2.99	40.5	1.67	0.536
360	97.0	2.963	2.86	88.1	12.56	21.89	23.86	4.0	40.6	0.61	0.534
361	97.2	2.677	2.881	88.75	13.03	21.89	23.59	6.64	40.7	1.16	0.533
362	97.4	2.391	2.894	89.55	13.29	21.88	23.37	9.22	40.8	1.98	0.533
363	97.6	2.105	2.897	90.39	13.37	21.87	23.23	11.48	40.8	2.9	0.533
364	97.8	1.819	2.885	91.19	13.31	21.86	23.19	13.23	40.7	3.8	0.533
365	98.0	1.533	2.86	91.9	13.15	21.84	23.27	14.33	40.5	4.56	0.533
366	98.2	1.248	2.821	92.49	12.93	21.82	23.45	14.75	40.3	5.11	0.533
367	98.4	0.962	2.769	92.97	12.7	21.81	23.72	14.53	40.1	5.41	0.533
368	98.6	0.676	2.67	92.55	12.1	21.79	24.53	12.14	39.4	4.96	0.533
369	98.8	0.39	2.619	93.19	12.12	21.78	24.68	11.61	39.6	4.93	0.533
370	99.0	0.104	2.581	94.1	12.38	21.78	24.65	11.47	40.3	4.85	0.534
371	99.2	12.604	2.586	95.9	13.41	21.79	24.02	11.59	41.8	4.83	0.536
372	99.4	12.311	2.592	97.64	14.41	21.8	23.4	12.36	43.5	4.74	0.537
373	99.6	12.018	2.595	99.21	15.27	21.82	22.88	13.83	45.2	4.56	0.539
374	99.8	11.725	2.591	100.48	15.91	21.85	22.5	15.98	46.9	4.3	0.54
375	100.0	11.432	2.581	101.4	16.28	21.88	22.33	18.74	48.5	3.97	0.541
376	100.2	11.139	2.564	101.95	16.35	21.91	22.37	21.96	49.9	3.58	0.542
377	100.4	10.845	2.544	102.13	16.14	21.95	22.62	25.43	51.1	3.15	0.542
378	100.6	10.552	2.438	101.02	14.89	22.0	23.53	32.02	52.0	2.41	0.542
379	100.8	10.259	2.455	101.02	14.57	22.03	23.91	33.97	52.8	2.11	0.542
380	101.0	9.966	2.512	101.2	14.42	22.06	24.21	34.24	53.3	1.96	0.542
381	101.2	9.673	2.605	101.59	14.47	22.08	24.4	32.82	53.6	1.97	0.542
382	101.4	9.38	2.728	102.18	14.72	22.09	24.45	29.84	53.7	2.14	0.541
383	101.6	9.087	3.018	103.64	15.74	22.08	24.27	21.43	53.5	2.75	0.54
384	101.8	8.794	3.109	104.23	16.07	22.08	24.1	17.87	53.4	3.04	0.54
385	102.0	8.5	3.14	104.6	16.28	22.08	23.86	15.32	53.3	3.28	0.539
386	102.2	8.207	3.01	104.6	16.13	22.08	23.45	16.76	53.3	3.37	0.539
387	102.4	7.914	2.865	104.4	15.93	22.07	23.04	18.19	53.3	3.42	0.539
388	102.6	7.621	2.723	104.0	15.72	22.07	22.66	19.18	53.3	3.43	0.538
389	102.8	7.328	2.602	103.42	15.51	22.06	22.35	19.52	53.3	3.42	0.538
390	103.0	7.035	2.512	102.7	15.35	22.06	22.11	19.14	53.3	3.37	0.538
391	103.2	6.742	2.459	101.87	15.24	22.06	21.96	18.16	53.3	3.29	0.538
392	103.4	6.449	2.445	100.97	15.18	22.05	21.89	16.88	53.4	3.18	0.538
393	103.6	6.156	2.565	99.72	15.38	22.05	22.08	9.26	53.6	3.18	0.536
394	103.8	5.862	2.579	98.92	15.38	22.05	22.1	11.27	53.6	2.93	0.538
395	104.0	5.569	2.581	98.3	15.35	22.05	22.11	16.75	53.6	2.59	0.54
396	104.2	5.276	2.534	98.08	15.11	22.05	22.03	30.75	53.5	2.06	0.546
397	104.4	4.983	2.485	97.95	14.97	22.04	21.97	45.86	53.4	1.51	0.551
398	104.6	4.69	2.439	97.86	14.95	22.04	21.95	60.98	53.3	0.98	0.556
399	104.8	4.397	2.401	97.79	15.09	22.03	21.96	75.33	53.3	0.49	0.559
400	105.0	4.104	2.372	97.7	15.4	22.03	22.02	88.36	53.2	0.09	0.56
401	105.2	3.811	2.354	97.57	15.86	22.03	22.12	99.78	53.2	-0.2	0.559
402	105.4	3.517	2.348	97.39	16.46	22.03	22.26	109.59	53.1	-0.36	0.557
403	105.6	3.224	2.414	97.16	17.64	22.02	22.55	109.18	53.2	-0.71	0.548
404	105.8	2.931	2.401	96.86	18.21	22.02	22.69	119.91	53.2	-0.4	0.545
405	106.0	2.638	2.372	96.5	18.6	22.02	22.79	133.09	53.2	0.21	0.543
406	106.2	2.345	2.233	95.9	18.49	22.02	22.8	154.61	53.2	1.77	0.545
407	106.4	2.052	2.132	95.38	18.34	22.01	22.8	175.03	53.2	3.24	0.547
408	106.6	1.759	2.091	94.98	18.21	22.01	22.79	192.72	53.2	4.43	0.548
409	106.8	1.466	2.123	94.75	18.13	22.0	22.78	206.35	53.2	5.24	0.549
410	107.0	1.172	2.233	94.7	18.14	22.0	22.79	214.91	53.2	5.58	0.549
411	107.2	0.879	2.419	94.85	18.24	22.0	22.82	217.68	53.2	5.45	0.548
412	107.4	0.586	2.671	95.19	18.42	22.0	22.87	214.28	53.3	4.86	0.545
413	107.6	0.293	3.179	96.04	19.31	21.99	22.91	205.21	53.4	2.69	0.539
414	107.8	0.0	3.426	96.57	19.33	21.99	23.05	189.32	53.5	1.9	0.536
415	108.0	12.708	3.603	97.1	19.11	21.99	23.25	167.77	53.6	1.37	0.534
416	108.2	12.447	3.642	97.31	17.94	21.99	23.56	132.5	53.7	1.63	0.533
417	108.4	12.185	3.619	97.63	16.93	21.98	23.9	97.81	53.8	2.0	0.532
418	108.6	11.924	3.544	98.1	16.25	21.98	24.24	66.35	53.9	2.39	0.532
419	108.8	11.662	3.428	98.72	16.02	21.97	24.57	40.11	53.9	2.74	0.531
420	109.0	11.401	3.28	99.5	16.28	21.97	24.87	20.44	54.0	3.0	0.53
421	109.2	11.139	3.113	100.4	17.04	21.97	25.14	8.05	54.0	3.15	0.529
422	109.4	10.878	2.941	101.37	18.26	21.96	25.35	2.99	54.1	3.16	0.527
423	109.6	10.616	2.674	103.32	21.3	21.96	25.56	17.39	54.1	2.73	0.525
424	109.8	10.355	2.569	103.82	22.54	21.95	25.64	20.05	54.1	2.64	0.524
425	110.0	10.093	2.531	103.8	23.34	21.95	25.63	22.7	54.1	2.58	0.523
426	110.2	9.832	2.563	103.27	23.66	21.95	25.54	24.63	54.1	2.56	0.523
427	110.4	9.57	2.66	102.26	23.51	21.95	25.38	25.38	54.0	2.59	0.523
428	110.6	9.309	2.958	99.63	21.62	21.93	25.02	20.93	54.0	2.79	0.524
429	110.8	9.047	3.097	98.46	21.23	21.93	24.81	20.37	53.9	2.83	0.525
430	111.0	8.785	3.209	97.6	21.08	21.94	24.64	19.91	53.9	2.85	0.526
431	111.2	8.524	3.254	97.56	21.97	21.99	24.55	19.65	53.9	2.77	0.527
432	111.4	8.262	3.274	97.72	22.78	22.01	24.49	19.54	53.9	2.69	0.528
433	111.6	8.001	3.271	98.0	23.36	22.01	24.46	19.58	53.8	2.62	0.529
434	111.8	7.739	3.248	98.34	23.62	21.98	24.43	19.77	53.8	2.58	0.53
435	112.0	7.478	3.209	98.7	23.49	21.92	24.43	20.1	53.8	2.56	0.53
436	112.2	7.216	3.159	99.03	22.96	21.83	24.44	20.55	53.8	2.57	0.53
437	112.4	6.955	3.103	99.3	22.07	21.71	24.46	21.1	53.8	2.62	0.53
438	112.6	6.693	3.002	99.46	19.88	21.48	24.43	21.91	53.7	2.78	0.528
439	112.8	6.432	2.967	99.57	18.88	21.39	24.48	22.5	53.7	2.82	0.528
440	113.0	6.17	2.956	99.6	18.14	21.34	24.56	23.02	53.7	2.83	0.528
441	113.2	5.909	3.015	99.48	17.89	21.4	24.8	23.48	53.7	2.76	0.529
442	113.4	5.647	3.079	99.32	17.92	21.48	24.97	23.82	53.7	2.67	0.53
443	113.6	5.386	3.137	99.14	18.23	21.58	25.06	24.02	53.7	2.59	0.531
444	113.8	5.124	3.182	98.96	18.77	21.69	25.03	24.08	53.7	2.52	0.531
445	114.0	4.863	3.209	98.8	19.53	21.79	24.88	24.0	53.7	2.46	0.532
446	114.2	4.601	3.216	98.69	20.44	21.89	24.62	23.78	53.7	2.42	0.532
447	114.4	4.34	3.203	98.67	21.46	21.97	24.26	23.45	53.7	2.4	0.532
448	114.6	4.078	3.124	98.41	23.08	22.02	23.43	22.84	53.7	2.43	0.532
449	114.8	3.816	3.094	98.73	23.87	22.08	23.11	22.44	53.6	2.44	0.532
450	115.0	3.555	3.07	99.3	24.35	22.14	22.93	22.09	53.6	2.47	0.532
451	115.2	3.293	3.054	100.1	24.51	22.19	22.89	21.81	53.6	2.5	0.533
452	115.4	3.032	3.046	101.09	24.35	22.23	22.99	21.62	53.5	2.54	0.533
453	115.6	2.77	3.058	102.88	23.15	22.28	23.69	21.22	53.5	2.61	0.535
454	115.8	2.509	3.063	103.78	22.79	22.3	23.79	21.37	53.4	2.64	0.536
455	116.0	2.247	3.07	104.4	22.54	22.32	23.77	21.73	53.4	2.66	0.536
456	116.2	1.986	3.096	104.63	22.66	22.32	23.28	23.06	53.3	2.69	0.536
457	116.4	1.724	3.113	104.57	22.81	22.31	22.84	24.12	53.3	2.69	0.536
458	116.6	1.463	3.116	104.21	22.97	22.31	22.5	24.72	53.3	2.68	0.535
459	116.8	1.201	3.102	103.61	23.07	22.31	22.33	24.72	53.3	2.65	0.535
460	117.0	0.94	3.07	102.8	23.07	22.32	22.37	24.06	53.4	2.62	0.534
461	117.2	0.678	3.021	101.86	22.93	22.34	22.63	22.72	53.5	2.6	0.533
462	117.4	0.417	2.957	100.88	22.6	22.37	23.1	20.74	53.7	2.6	0.533
463	117.6	0.208	2.834	98.64	22.74	22.4	24.06	16.98	53.9	2.28	0.532
464	117.8	12.708	2.77	98.37	21.67	22.46	24.79	14.58	54.1	2.55	0.532
465	118.0	12.453	2.721	98.8	20.09	22.54	25.55	12.44	54.2	3.03	0.531
466	118.2	12.199	2.709	101.51	16.89	22.67	26.41	10.67	54.2	4.22	0.531
467	118.4	11.944	2.706	104.05	13.87	22.8	27.18	9.32	54.2	5.33	0.53
468	118.6	11.689	2.709	106.05	11.33	22.91	27.8	8.46	54.2	6.25	0.529
469	118.8	11.434	2.715	107.26	9.48	23.0	28.25	8.1	54.2	6.89	0.529
470	119.0	11.179	2.721	107.5	8.44	23.06	28.5	8.24	54.2	7.19	0.528
471	119.2	10.924	2.726	106.72	8.27	23.09	28.56	8.84	54.2	7.13	0.527
472	119.4	10.669	2.729	104.96	8.95	23.09	28.44	9.83	54.2	6.73	0.527
473	119.6	10.414	2.721	100.1	12.02	23.01	27.83	11.88	54.2	5.31	0.525
474	119.8	10.16	2.721	97.74	13.39	22.98	27.55	13.09	54.2	4.66	0.525
475	120.0	9.905	2.721	95.8	14.57	22.95	27.29	14.12	54.2	4.12	0.526
476	120.2	9.65	2.721	94.41	15.45	22.92	27.08	14.9	54.2	3.73	0.528
477	120.4	9.395	2.721	93.63	15.97	22.9	26.94	15.38	54.2	3.52	0.53
478	120.6	9.14	2.721	94.42	15.83	22.9	27.06	15.39	54.2	3.68	0.535
479	120.8	8.885	2.721	94.51	15.63	22.88	26.97	15.31	54.1	3.78	0.538
480	121.0	8.63	2.721	94.8	15.14	22.87	26.88	15.0	54.1	3.98	0.541
481	121.2	8.375	2.721	95.0	13.87	22.86	26.61	14.15	54.1	4.45	0.544
482	121.4	8.121	2.721	95.44	12.67	22.85	26.43	13.32	54.0	4.89	0.546
483	121.6	7.866	2.721	96.12	11.69	22.84	26.35	12.62	54.0	5.25	0.548
484	121.8	7.611	2.721	97.02	11.04	22.83	26.41	12.12	53.9	5.49	0.548
485	122.0	7.356	2.721	98.1	10.78	22.83	26.6	11.88	53.9	5.58	0.548
486	122.2	7.101	2.721	99.31	10.95	22.83	26.92	11.93	53.9	5.51	0.547
487	122.4	6.846	2.721	100.56	11.53	22.83	27.34	12.28	53.8	5.3	0.546
488	122.6	6.591	2.721	102.79	13.2	22.84	28.25	13.16	53.8	4.67	0.541
489	122.8	6.336	2.721	103.45	14.16	22.83	28.62	13.94	53.7	4.32	0.54
490	123.0	6.082	2.721	103.5	15.05	22.82	28.83	14.82	53.7	4.01	0.54
491	123.2	5.827	2.721	102.25	15.98	22.78	28.72	16.14	53.7	3.72	0.542
492	123.4	5.572	2.721	100.72	16.64	22.74	28.49	17.26	53.6	3.52	0.545
493	123.6	5.317	2.721	99.09	16.96	22.72	28.18	18.08	53.6	3.43	0.547
494	123.8	5.062	2.721	97.51	16.92	22.7	27.82	18.52	53.6	3.48	0.549
495	124.0	4.807	2.721	96.1	16.5	22.69	27.43	18.53	53.6	3.64	0.55
496	124.2	4.552	2.721	94.96	15.73	22.7	27.05	18.11	53.6	3.92	0.551
497	124.4	4.297	2.721	94.18	14.66	22.71	26.71	17.29	53.6	4.29	0.551
498	124.6	4.043	2.721	92.93	12.48	22.77	26.14	15.2	53.6	5.08	0.548
499	124.8	3.788	2.721	93.31	11.41	22.79	26.07	14.17	53.6	5.42	0.548
500	125.0	3.533	2.721	94.4	10.64	22.82	26.22	13.33	53.6	5.64	0.548
501	125.2	3.278	2.721	96.05	10.21	22.84	26.58	12.72	53.6	5.73	0.549
502	125.4	3.023	2.721	98.05	10.14	22.86	27.11	12.36	53.5	5.69	0.549
503	125.6	2.768	2.723	104.88	10.97	23.02	28.41	12.78	53.6	5.17	0.553
504	125.8	2.513	2.722	104.84	11.3	22.97	28.88	12.6	53.4	5.11	0.553
505	126.0	2.258	2.721	102.6	11.65	22.87	29.12	12.35	53.3	5.15	0.553
506	126.2	2.004	2.721	92.58	12.05	22.32	28.75	12.26	52.9	5.42	0.577
507	126.4	1.749	2.72	83.39	12.37	21.97	28.29	11.91	52.6	5.76	0.59
508	126.6	1.494	2.72	76.29	12.57	21.9	27.81	11.24	52.6	6.13	0.588
509	126.8	1.239	2.72	72.19	12.63	22.17	27.38	10.23	52.8	6.52	0.572
510	127.0	0.984	2.721	71.6	12.56	22.8	27.02	8.91	53.4	6.9	0.546
511	127.2	0.729	2.725	74.66	12.37	23.78	26.76	7.35	54.3	7.25	0.515
512	127.4	0.417	2.732	81.15	12.08	25.07	26.61	5.66	55.6	7.55	0.49
513	127.6	11.89	2.717	99.75	11.06	27.58	26.92	2.24	57.4	7.94	0.311
514	127.8	11.657	2.746	107.57	10.97	28.82	26.82	1.37	59.1	8.01	0.396
515	128.0	11.424	2.791	113.2	11.16	29.73	26.67	1.41	60.8	7.91	0.581
516	128.2	11.191	2.888	112.73	12.39	29.78	26.28	3.77	62.5	7.38	1.029
517	128.4	10.957	2.979	111.11	13.51	29.66	25.91	6.37	64.2	6.83	1.486
518	128.6	10.724	3.056	108.93	14.36	29.45	25.6	8.9	65.9	6.32	1.912
519	128.8	10.491	3.111	106.64	14.83	29.21	25.38	11.13	67.5	5.89	2.277
520	129.0	10.258	3.14	104.6	14.88	29.0	25.26	12.89	68.9	5.58	2.558
521	129.2	10.025	3.14	103.06	14.5	28.86	25.25	14.07	70.2	5.39	2.743
522	129.4	9.792	3.113	102.19	13.75	28.81	25.34	14.65	71.3	5.33	2.827
523	129.6	9.559	3.016	103.55	10.87	29.08	25.74	13.16	72.4	5.9	2.648
524	129.8	9.325	2.957	103.5	10.42	29.14	25.92	13.24	73.1	5.81	2.621
525	130.0	9.092	2.897	103.5	10.6	29.2	26.07	13.47	73.6	5.58	2.589
526	130.2	8.859	2.839	103.53	11.42	29.26	26.18	13.88	73.9	5.21	2.56
527	130.4	8.626	2.787	103.56	12.81	29.31	26.25	14.46	74.0	4.74	2.542
528	130.6	8.393	2.736	103.59	17.13	29.36	26.19	16.24	73.6	3.4	2.575
529	130.8	8.16	2.702	103.53	18.17	29.37	26.19	16.61	73.5	3.17	2.57
530	131.0	7.927	2.679	103.4	18.32	29.36	26.19	16.6	73.4	3.28	2.567
531	131.2	7.694	2.694	102.99	15.86	29.27	26.16	15.57	73.4	4.41	2.566
532	131.4	7.46	2.706	102.62	13.29	29.18	26.14	14.47	73.4	5.53	2.566
533	131.6	7.227	2.708	102.35	10.98	29.11	26.13	13.46	73.4	6.5	2.567
534	131.8	6.994	2.698	102.2	9.19	29.06	26.15	12.65	73.4	7.2	2.569
535	132.0	6.761	2.672	102.2	8.1	29.04	26.2	12.11	73.4	7.56	2.571
536	132.2	6.528	2.631	102.35	7.81	29.05	26.27	11.9	73.4	7.55	2.574
537	132.4	6.295	2.578	102.63	8.34	29.09	26.36	12.02	73.4	7.16	2.577
538	132.6	6.062	2.46	103.41	11.23	29.25	26.55	12.94	73.4	5.67	2.582
539	132.8	5.828	2.414	103.75	12.48	29.29	26.63	13.5	73.4	4.99	2.583
540	133.0	5.595	2.388	104.0	13.61	29.3	26.68	14.11	73.4	4.41	2.582
541	133.2	5.362	2.41	103.93	14.44	29.24	26.66	14.92	73.4	4.06	2.577
542	133.4	5.129	2.443	103.86	14.99	29.17	26.61	15.62	73.3	3.86	2.571
543	133.6	4.896	2.483	103.82	15.22	29.1	26.56	16.13	73.3	3.79	2.564
544	133.8	4.663	2.525	103.82	15.14	29.02	26.5	16.42	73.2	3.87	2.557
545	134.0	4.43	2.566	103.9	14.74	28.96	26.44	16.46	73.2	4.07	2.551
546	134.2	4.196	2.604	104.05	14.07	28.91	26.38	16.26	73.2	4.38	2.545
547	134.4	3.963	2.639	104.25	13.18	28.87	26.33	15.84	73.2	4.76	2.541
548	134.6	3.73	2.65	104.85	11.32	28.85	26.31	14.62	73.2	5.52	2.535
549	134.8	3.497	2.681	104.99	10.55	28.85	26.26	14.14	73.2	5.83	2.535
550	135.0	3.264	2.712	105.0	10.12	28.88	26.22	13.83	73.2	6.0	2.536
551	135.2	3.031	2.744	104.88	10.05	28.92	26.18	13.7	73.2	6.01	2.539
552	135.4	2.798	2.775	104.63	10.34	28.98	26.13	13.77	73.2	5.86	2.545
553	135.6	2.565	2.818	103.97	11.69	29.11	26.08	14.44	73.2	5.25	2.559
554	135.8	2.331	2.838	103.69	12.27	29.16	26.05	14.65	73.2	4.98	2.562
555	136.0	2.098	2.848	103.5	12.77	29.18	26.03	14.8	73.1	4.75	2.562
556	136.2	1.865	2.831	103.38	13.18	29.15	26.02	14.95	72.9	4.6	2.55
557	136.4	1.632	2.811	103.39	13.41	29.1	26.02	14.96	72.8	4.51	2.539
558	136.6	1.399	2.788	103.56	13.46	29.04	26.03	14.82	72.7	4.49	2.529
559	136.8	1.166	2.764	103.87	13.32	28.98	26.05	14.54	72.6	4.54	2.522
560	137.0	0.933	2.739	104.3	13.02	28.92	26.08	14.12	72.6	4.63	2.519
561	137.2	0.699	2.712	104.82	12.61	28.86	26.12	13.61	72.6	4.76	2.519
562	137.4	0.466	2.682	105.36	12.15	28.81	26.17	13.06	72.6	4.92	2.522
563	137.6	0.233	2.705	106.62	10.54	28.77	26.23	11.66	73.0	5.37	2.544
564	137.8	0.0	2.635	106.77	10.7	28.72	26.3	11.57	72.8	5.38	2.544
565	138.0	11.875	2.531	106.5	11.48	28.67	26.37	11.96	72.3	5.23	2.539
566	138.2	11.612	2.331	105.23	14.04	28.61	26.46	13.56	71.2	4.66	2.517
567	138.4	11.349	2.133	103.83	16.59	28.56	26.55	15.25	70.2	4.07	2.494
568	138.6	11.087	1.955	102.46	18.85	28.5	26.63	16.85	69.2	3.53	2.474
569	138.8	10.824	1.807	101.22	20.6	28.45	26.7	18.24	68.4	3.08	2.457
570	139.0	10.561	1.699	100.2	21.71	28.41	26.76	19.3	67.8	2.78	2.446
571	139.2	10.298	1.634	99.46	22.09	28.37	26.81	19.97	67.5	2.63	2.44
572	139.4	10.036	1.613	99.02	21.74	28.34	26.84	20.22	67.4	2.64	2.441
573	139.6	9.773	1.712	99.23	19.56	28.31	26.85	19.55	68.0	3.02	2.459
574	139.8	9.51	1.736	99.29	18.38	28.29	26.87	19.21	68.2	3.25	2.464
575	140.0	9.247	1.761	99.5	17.15	28.27	26.88	18.73	68.3	3.51	2.468
576	140.2	8.984	1.781	99.83	15.98	28.26	26.89	18.16	68.4	3.79	2.47
577	140.4	8.722	1.795	100.25	14.94	28.25	26.9	17.54	68.4	4.07	2.47
578	140.6	8.459	1.769	100.88	13.86	28.26	26.88	16.71	68.2	4.45	2.462
579	140.8	8.196	1.781	101.33	13.39	28.26	26.9	16.21	68.1	4.6	2.462
580	141.0	7.933	1.798	101.7	13.29	28.26	26.93	15.86	68.1	4.65	2.464
581	141.2	7.67	1.828	101.94	14.14	28.27	27.02	15.85	68.1	4.42	2.47
582	141.4	7.408	1.86	102.1	15.06	28.27	27.09	15.93	68.0	4.17	2.476
583	141.6	7.145	1.893	102.16	15.91	28.27	27.12	16.07	68.0	3.93	2.484
584	141.8	6.882	1.924	102.13	16.59	28.27	27.11	16.25	68.0	3.73	2.492
585	142.0	6.619	1.953	102.0	17.02	28.26	27.05	16.43	68.0	3.6	2.5
586	142.2	6.357	1.978	101.79	17.16	28.25	26.94	16.6	68.0	3.54	2.508
587	142.4	6.094	1.998	101.5	17.01	28.24	26.8	16.75	68.0	3.56	2.514
588	142.6	5.831	2.023	101.14	16.02	28.17	26.53	16.92	68.0	3.79	2.525
589	142.8	5.568	2.028	100.74	15.57	28.2	26.36	16.96	68.0	3.89	2.527
590	143.0	5.305	2.023	100.3	15.15	28.27	26.2	16.93	68.0	3.99	2.525
