,DEPT,GR
850,84.7344,65.6802
851,84.8106,65.7079
852,84.8868,66.0503
853,84.963,66.615
854,85.0392,67.2524
855,85.1154,67.7586
856,85.1916,67.9504
857,85.2678,67.739
858,85.344,67.1334
859,85.4202,66.306
860,85.4964,65.5686
861,85.5726,65.0857
862,85.6488,64.7846
863,85.725,64.5794
864,85.8012,64.4037
865,85.8774,64.1881
866,85.9536,63.9426
867,86.0298,63.8088
868,86.106,63.9065
869,86.1822,64.2546
870,86.2584,64.6445
871,86.3346,64.7773
872,86.4108,64.514
873,86.487,64.0054
874,86.5632,63.4931
875,86.6394,63.2323
876,86.7156,63.402
877,86.7918,63.9546
878,86.868,64.619
879,86.9442,65.084
880,87.0204,65.0664
881,87.0966,64.476
882,87.1728,63.5017
883,87.249,62.4365
884,87.3252,61.5244
885,87.4014,60.8625
886,87.4776,60.3357
887,87.5538,59.6755
888,87.63,58.675
889,87.7062,57.3217
890,87.7824,55.8037
891,87.8586,54.3908
892,87.9348,53.287
893,88.011,52.4746
894,88.0872,51.7723
895,88.1634,51.0385
896,88.2396,50.3059
897,88.3158,49.7239
898,88.392,49.4875
899,88.4682,49.7328
900,88.5444,50.4823
901,88.6206,51.6267
902,88.6968,53.0893
903,88.773,54.8136
904,88.8492,56.7262
905,88.9254,58.7419
906,89.0016,60.6636
907,89.0778,62.2028
908,89.154,63.1643
909,89.2302,63.4711
910,89.3064,63.0923
911,89.3826,62.0589
912,89.4588,60.575
913,89.535,58.8962
914,89.6112,57.187
915,89.6874,55.5196
916,89.7636,54.0036
917,89.8398,52.7433
918,89.916,51.8418
919,89.9922,51.2062
920,90.0684,50.6353
921,90.1446,49.9527
922,90.2208,49.1198
923,90.297,48.0722
924,90.3732,46.9143
925,90.4494,45.9147
926,90.5256,45.287
927,90.6018,44.9875
928,90.678,44.8475
929,90.7542,44.686
930,90.8304,44.4255
931,90.9066,44.1524
932,90.9828,43.9893
933,91.059,44.0691
934,91.1352,44.528
935,91.2114,45.3683
936,91.2876,46.3802
937,91.3638,47.3636
938,91.44,48.1902
939,91.5162,48.8347
940,91.5924,49.3339
941,91.6686,49.7413
942,91.7448,50.0109
943,91.821,50.0014
944,91.8972,49.5027
945,91.9734,48.3724
946,92.0496,46.695
947,92.1258,44.8299
948,92.202,43.3401
949,92.2782,42.8578
950,92.3544,43.9335
951,92.4306,46.9634
952,92.5068,52.3365
953,92.583,60.5016
954,92.6592,71.6754
955,92.7354,85.4234
956,92.8116,100.2452
957,92.8878,113.7514
958,92.964,123.4871
959,93.0402,128.0776
960,93.1164,127.7923
961,93.1926,124.264
962,93.2688,119.4195
963,93.345,114.4158
964,93.4212,109.1595
965,93.4974,102.9689
966,93.5736,95.3893
967,93.6498,86.8475
968,93.726,78.4879
969,93.8022,71.6049
970,93.8784,66.8581
971,93.9546,64.1149
972,94.0308,62.733
973,94.107,62.0507
974,94.1832,61.728
975,94.2594,61.7349
976,94.3356,62.0832
977,94.4118,62.6795
978,94.488,63.3189
979,94.5642,63.7719
980,94.6404,63.957
981,94.7166,63.94
982,94.7928,63.9333
983,94.869,64.1836
984,94.9452,64.8997
985,95.0214,66.0157
986,95.0976,67.188
987,95.1738,68.0261
988,95.25,68.3118
989,95.3262,68.0798
990,95.4024,67.5548
991,95.4786,67.0503
992,95.5548,66.8125
993,95.631,66.9187
994,95.7072,67.146
995,95.7834,67.1949
996,95.8596,66.8834
997,95.9358,66.3009
998,96.012,65.5827
999,96.0882,64.81
1000,96.1644,64.0168
1001,96.2406,63.2797
1002,96.3168,62.6775
1003,96.393,62.3142
1004,96.4692,62.2416
1005,96.5454,62.4255
1006,96.6216,62.8109
1007,96.6978,63.3112
1008,96.774,63.7806
1009,96.8502,64.0266
1010,96.9264,63.966
1011,97.0026,63.6524
1012,97.0788,63.254
1013,97.155,62.9485
1014,97.2312,62.8709
1015,97.3074,63.0764
1016,97.3836,63.5704
1017,97.4598,64.2319
1018,97.536,64.7989
1019,97.6122,65.0684
1020,97.6884,64.9889
1021,97.7646,64.6362
1022,97.8408,64.043
1023,97.917,63.3197
1024,97.9932,62.618
1025,98.0694,62.1221
1026,98.1456,61.8872
1027,98.2218,61.8096
1028,98.298,61.6601
1029,98.3742,61.3181
1030,98.4504,60.7103
1031,98.5266,59.8287
1032,98.6028,58.8398
1033,98.679,58.0756
1034,98.7552,57.8369
1035,98.8314,58.204
1036,98.9076,59.086
1037,98.9838,60.2266
1038,99.06,61.2666
1039,99.1362,61.9632
1040,99.2124,62.282
1041,99.2886,62.4648
1042,99.3648,62.9631
1043,99.441,64.0539
1044,99.5172,65.601
1045,99.5934,67.2282
1046,99.6696,68.4785
1047,99.7458,68.9862
1048,99.822,68.6645
1049,99.8982,67.7847
1050,99.9744,66.6972
1051,100.0506,65.7216
1052,100.1268,65.1789
1053,100.203,65.177
1054,100.2792,65.6252
1055,100.3554,66.3251
1056,100.4316,67.0228
1057,100.5078,67.4593
1058,100.584,67.4885
1059,100.6602,67.0333
1060,100.7364,66.0805
1061,100.8126,64.6973
1062,100.8888,63.0555
1063,100.965,61.3779
1064,101.0412,59.8767
1065,101.1174,58.6605
1066,101.1936,57.6269
1067,101.2698,56.6075
1068,101.346,55.618
1069,101.4222,54.8904
1070,101.4984,54.5761
1071,101.5746,54.6542
1072,101.6508,55.0025
1073,101.727,55.5384
1074,101.8032,56.2346
1075,101.8794,57.1037
1076,101.9556,58.1567
1077,102.0318,59.3239
1078,102.108,60.398
1079,102.1842,61.0552
1080,102.2604,61.0414
1081,102.3366,60.3974
1082,102.4128,59.3463
1083,102.489,58.1205
1084,102.5652,56.9061
1085,102.6414,55.912
1086,102.7176,55.3034
1087,102.7938,55.0706
1088,102.87,55.0345
1089,102.9462,55.0922
1090,103.0224,55.273
1091,103.0986,55.6384
1092,103.1748,56.0982
1093,103.251,56.4078
1094,103.3272,56.4535
1095,103.4034,56.301
1096,103.4796,56.095
1097,103.5558,56.0722
1098,103.632,56.4652
1099,103.7082,57.3507
1100,103.7844,58.5606
1101,103.8606,59.7881
1102,103.9368,60.8036
1103,104.013,61.4529
1104,104.0892,61.6543
1105,104.1654,61.3078
1106,104.2416,60.4113
1107,104.3178,59.2269
1108,104.394,58.1671
1109,104.4702,57.5357
1110,104.5464,57.5318
1111,104.6226,58.1984
1112,104.6988,59.2948
1113,104.775,60.3237
1114,104.8512,60.8883
1115,104.9274,60.8919
1116,105.0036,60.4899
1117,105.0798,59.9986
1118,105.156,59.7736
1119,105.2322,59.9529
1120,105.3084,60.5273
1121,105.3846,61.3511
1122,105.4608,62.2029
1123,105.537,63.1367
1124,105.6132,64.3183
1125,105.6894,65.7301
1126,105.7656,67.0149
1127,105.8418,67.6449
1128,105.918,67.2266
1129,105.9942,65.6928
1130,106.0704,63.3378
1131,106.1466,60.7738
1132,106.2228,58.6847
1133,106.299,57.6492
1134,106.3752,57.7543
1135,106.4514,58.6939
1136,106.5276,60.0555
1137,106.6038,61.3829
1138,106.68,62.2976
1139,106.7562,62.6437
1140,106.8324,62.5232
1141,106.9086,62.1597
1142,106.9848,61.7238
1143,107.061,61.3
1144,107.1372,60.8748
1145,107.2134,60.4216
1146,107.2896,60.0728
1147,107.3658,60.0198
1148,107.442,60.4473
1149,107.5182,61.4369
1150,107.5944,62.8128
1151,107.6706,64.1906
1152,107.7468,65.1699
1153,107.823,65.5049
1154,107.8992,65.1474
1155,107.9754,64.3472
1156,108.0516,63.5411
1157,108.1278,63.0863
1158,108.204,63.1202
1159,108.2802,63.5955
1160,108.3564,64.2625
1161,108.4326,64.8147
1162,108.5088,65.0176
1163,108.585,64.7814
1164,108.6612,64.1981
1165,108.7374,63.3969
1166,108.8136,62.546
1167,108.8898,61.7887
1168,108.966,61.2507
1169,109.0422,61.0242
1170,109.1184,61.16
1171,109.1946,61.6102
1172,109.2708,62.1977
1173,109.347,62.6511
1174,109.4232,62.7736
1175,109.4994,62.5457
1176,109.5756,62.2004
1177,109.6518,62.0086
